id,publication_date,title,slug,place_id,description,site_url,favorites_count,comments_count,rating
51304,2024-09-09,В Москве открыли первый участок Троицкой линии метро,v-moskve-otkryili-pervyij-uchastok,null,<p>В него вошли четыре станции.</p>,https://kudago.com/msk/news/v-moskve-otkryili-pervyij-uchastok/,0,0,0.5
51303,2024-09-09,Погода в Москве на 09 сентября 2024,pogoda-v-moskve-na-09-sentyabrya-09-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-09-sentyabrya-09-09-2024/,0,0,0.5
51302,2024-09-08,Погода в Москве на 08 сентября 2024,pogoda-v-moskve-na-08-sentyabrya-08-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-08-sentyabrya-08-09-2024/,0,0,0.5
51301,2024-09-07,Погода в Москве на 07 сентября 2024,pogoda-v-moskve-na-07-sentyabrya-07-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-07-sentyabrya-07-09-2024/,0,0,0.5
51300,2024-09-06,Москва лидирует в списке городов, где живут одиночки,moskva-lidiruet-v-spiske,null,<p>Тренд на самостоятельную жизнь набирает обороты.</p>,https://kudago.com/all/news/moskva-lidiruet-v-spiske/,0,0,0.5
51299,2024-09-06,Вышел новый трейлер сказочного мюзикла «Злая» с Ариной Гранде,vyishel-novyij-trejler-skazochnogo,null,<p>Премьера ожидается в конце осени.</p>,https://kudago.com/all/news/vyishel-novyij-trejler-skazochnogo/,0,0,0.5
51298,2024-09-06,Linkin Park анонсировали тур и новый альбом,linkin-park-anonsirovali-tur-i,null,<p>У группы новые вокалистка и барабанщик.</p>,https://kudago.com/all/news/linkin-park-anonsirovali-tur-i/,0,0,0.5
51297,2024-09-06,На Лужнецкой набережной откроют подземную парковку с живыми растениями,na-luzhnetskoj-naberezhnoj-otkroyut,null,<p>Её украсят восемь «оазисов».</p>,https://kudago.com/msk/news/na-luzhnetskoj-naberezhnoj-otkroyut/,0,0,0.5
51295,2024-09-06,В Пушкине отремонтировали мост-памятник,v-pushkine-otremontirovali-most-,null,<p>По нему идёт дорога к железнодорожному вокзалу.</p>,https://kudago.com/spb/news/v-pushkine-otremontirovali-most-/,0,0,0.5
51296,2024-09-06,В Москве два дня подряд наблюдают рекордное атмосферное давление,v-moskve-dva-dnya-podryad,null,<p>В столицу пришёл мощный антициклон.</p>,https://kudago.com/msk/news/v-moskve-dva-dnya-podryad/,0,0,0.5
51294,2024-09-06,РЖД продлили маршрут туристического поезда «Зоопарк экспресс» в Карелии,rzhd-prodlili-marshrut,null,<p>Состав продолжит курсировать осенью</p>,https://kudago.com/spb/news/rzhd-prodlili-marshrut/,0,0,0.5
51212,2024-09-06,Прятки, салки и Шекспир: рецензия на спектакль «Барышня-крестьянка» в Молодёжном театре на Фонтанке,review-spektakl-baryshnya-krestianka,null,<p><a href="https://kudago.com/spb/place/molodezhnyj-teatr-na-fontanke/">Молодёжный театр на Фонтанке</a> представил собственную сценическую версию «Барышни-крестьянки» из цикла Александра Сергеевича Пушкина «Повести Белкина». Премьера состоялась в рамках фестиваля «Петербург. Пространство Пушкина», приуроченного к 225-летию поэта. В постановке режиссёра Натальи Архиповой лаконичный пушкинский шедевр оброс дополнительными персонажами и сюжетными линиями, сохранив первоначальную лёгкость и очарование. Руководитель постановки — Семён Спивак.</p>,https://kudago.com/spb/news/review-spektakl-baryshnya-krestianka/,1,0,0.7310585786300049
51293,2024-09-06,НА МЦД-4 изменят расписание в выходные,na-mtsd-4-izmenyat-raspisanie-v-vyhodnye,null,<p>Виной тому ремонт инфраструктуры Киевского вокзала. </p>,https://kudago.com/msk/news/na-mtsd-4-izmenyat-raspisanie-v-vyhodnye/,0,0,0.5
51292,2024-09-06,Петербургу обещают новые температурные рекорды,peterburgu-obeschayut-novyie,null,<p>Летняя погода задержится в Северной столице.</p>,https://kudago.com/spb/news/peterburgu-obeschayut-novyie/,0,0,0.5
51291,2024-09-06,Московское метро будет работать дольше в День города,moskovskoe-metro-budet-rabotat,null,<p>Ночные автобусы продолжат курсировать по расписанию.</p>,https://kudago.com/msk/news/moskovskoe-metro-budet-rabotat/,0,0,0.5
51258,2024-09-06,«Дорожное радио» проведёт специальный эфир из Петропавловской крепости,dorozhnoe-radio-provedyot,null,<p>Слушателей ждём особое шоу.</p>,https://kudago.com/spb/news/dorozhnoe-radio-provedyot/,0,0,0.5
51288,2024-09-06,Погода в Москве на 06 сентября 2024,pogoda-v-moskve-na-06-sentyabrya-06-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-06-sentyabrya-06-09-2024/,0,0,0.5
51287,2024-09-05,Жители Подмосковья смогут сдать лишние яблоки и бахчевые культуры,zhiteli-podmoskovya-smogut-sdat,null,<p>Их передадут нуждающимся фермерам.</p>,https://kudago.com/msk/news/zhiteli-podmoskovya-smogut-sdat/,0,0,0.5
51282,2024-09-05,В Ленобласти грибы растут даже в лисьих норах,v-lenoblasti-gribyi-nahodyat-dazhe,null,<p>Фотографии находки появились в соцсетях.</p>,https://kudago.com/spb/news/v-lenoblasti-gribyi-nahodyat-dazhe/,0,0,0.5
51286,2024-09-05,Первый в России беспилотный трамвай начал перевозить пассажиров,pervyij-v-rossii-bespilotnyij,null,<p>Его можно встретить на северо-западе Москвы.</p>,https://kudago.com/msk/news/pervyij-v-rossii-bespilotnyij/,0,0,0.5
51284,2024-09-05,На Сокольнической линии открыли станцию «Потапово»,na-sokolnicheskoj-linii-otkryili,null,<p>Это первый отапливаемый наземный вестибюль метро. </p>,https://kudago.com/msk/news/na-sokolnicheskoj-linii-otkryili/,0,0,0.5
51281,2024-09-05,В программу следующих «Поющих мостов» вошли песни в исполнении Галины Вишневской,v-programmu-sleduyuschih-poyuschih,null,<p>Шоу посвятят дню начала Блокады Ленинграда.</p>,https://kudago.com/spb/news/v-programmu-sleduyuschih-poyuschih/,0,0,0.5
51280,2024-09-05,Netflix заказал мультсериал по «Сумеркам»,netflix-zakazal-multserial-po-sumerkam,null,<p>В основу ляжет роман, написанный от лица Эдварда Каллена.</p>,https://kudago.com/all/news/netflix-zakazal-multserial-po-sumerkam/,0,0,0.5
51279,2024-09-05,«Убийства в одном здании» получили пятый сезон,ubijstva-v-odnom-zdanii,null,<p>Сейчас транслируют четвёртый.</p>,https://kudago.com/all/news/ubijstva-v-odnom-zdanii/,0,0,0.5
51278,2024-09-05,Проект VK Места выпустил фильм о Санкт-Петербурге,proekt-vk-mesta-vyipustil-film-o,null,<p>Ведущие побывали в старинных дворцах и современных музеях.</p>,https://kudago.com/spb/news/proekt-vk-mesta-vyipustil-film-o/,0,0,0.5
51276,2024-09-05,Про жизнь и не только: гид по международному фестивалю документального кино «Докер»,gid-po-mezhdunarodnomu-festivalyu-doker,null,<p>С 5 по 15 сентября <a href="https://kudago.com/msk/place/kinoteatr-oktyabr/" target="_blank">в московском киноцентре «Октябрь»</a> состоится международный кинофестиваль «Докер». Организаторы составили обширную программу из 72 фильмов, среди которых есть как полнометражные, так и короткометражные работы, а также специальные внеконкурсные секции. В этом материале мы постарались понять, о чём в наши дни особенно остро хотят говорить режиссёры-документалисты. Также мы составили путеводитель по фестивалю, который поможет определиться, каким фильмам стоит уделить особое внимание.</p>,https://kudago.com/msk/news/gid-po-mezhdunarodnomu-festivalyu-doker/,1,0,0.7310585786300049
51277,2024-09-05,Стало известно, когда в Петербурге внедрят новые способы оплаты проезда,kogda-v-peterburge-vnedryat-novye-sposoby-oplaty-proezda,null,<p>Их тестирование начнётся осенью.</p>,https://kudago.com/spb/news/kogda-v-peterburge-vnedryat-novye-sposoby-oplaty-proezda/,0,0,0.5
51274,2024-09-05,Строительство ВСМ между Москвой и Петербургом собираются начать в сентябре,stroitelstvo-vsm-moskva-,null,<p>На её прокладку намерены потратить не более пяти лет.</p>,https://kudago.com/all/news/stroitelstvo-vsm-moskva-/,0,0,0.5
51275,2024-09-05,В Москве пройдёт самый масштабный пленэр за всю историю города,v-moskve-projdyot-samyij,null,<p>Лучшие работы отберут на выставки.</p>,https://kudago.com/msk/news/v-moskve-projdyot-samyij/,0,0,0.5
51273,2024-09-05,В Москве началась бесплатная вакцинация от гриппа,v-moskve-nachalas-besplatnaya,null,<p>Важно подготовиться к сезону активности опасного вируса.</p>,https://kudago.com/msk/news/v-moskve-nachalas-besplatnaya/,0,0,0.5
51272,2024-09-05,Критики выбрали 100 лучших эпизодов из американских сериалов,100-luchshih-epizodov-iz-amerikanskih-serialov,null,<p>В топ попали не только современные шоу, но и классика ТВ. </p>,https://kudago.com/all/news/100-luchshih-epizodov-iz-amerikanskih-serialov/,0,0,0.5
51271,2024-09-05,День города в Москве отметят без фейерверков,den-goroda-v-moskve-otmetyat-bez,null,<p>Но культурные площадки готовят интересные развлечения.</p>,https://kudago.com/msk/news/den-goroda-v-moskve-otmetyat-bez/,0,0,0.5
51269,2024-09-05,Главный штаб закроют на три дня,glavnyij-shtab-zakroyut-na-tri-dnya,null,<p>Остальные музейные пространства Эрмитажа работают по привычному графику.</p>,https://kudago.com/spb/news/glavnyij-shtab-zakroyut-na-tri-dnya/,0,0,0.5
51270,2024-09-05,На ВДНХ пройдёт парад ретротрамваев,na-vdnh-projdyot-parad,null,<p>Зрители смогут продолжить изучение техники на выставке. </p>,https://kudago.com/msk/news/na-vdnh-projdyot-parad/,0,0,0.5
51268,2024-09-05,Новая книга Виктора Пелевина выйдет в этом году,novaya-kniga-viktora-pelevina,null,<p>Писатель скрасил ожидание фанатов специальным плейлистом.</p>,https://kudago.com/all/news/novaya-kniga-viktora-pelevina/,0,0,0.5
51267,2024-09-05,Погода в Москве на 05 сентября 2024,pogoda-v-moskve-na-05-sentyabrya-05-09-2024,null,,https://kudago.com/msk/news/pogoda-v-moskve-na-05-sentyabrya-05-09-2024/,0,0,0.5
